url,id,type,caption,commentsCount,likesCount,timestamp,isCommentsDisabled,date,month,groundtruth
https://www.instagram.com/p/DYXfBwmpqkl/,3897720462861838629,Video,"Participei, na manhã desta sexta-feira (15), da cerimônia de entrega de 400 capacetes balísticos, mais de 900 fuzis e novas viaturas para reforçar a atuação da PMERJ. Desde o início do mandato, já destinei, por meio de emendas parlamentares, mais de R$ 32 milhões para a corporação.

Cuidar de quem arrisca a vida pela nossa segurança é dever! Ao todo, já destinei mais de R$ 71 milhões para a Segurança Pública do Rio de Janeiro.

Investir em segurança pública é garantir o futuro do Brasil!

Com @douglasruasrj @marciocanellarj",10289,126137,2026-05-15 17:03:13+00:00,False,2026-05-15,5,
https://www.instagram.com/p/DUTjDujDGMh/,3824554696334140193,Video,"Agora acabou!
Já viram a nova armação petista para tentar livrar o filho do Lula?",30218,768834,2026-02-03 18:20:15+00:00,False,2026-02-03,2,
https://www.instagram.com/p/DUYYGPqAXBj/,3825913865695228003,Video,"O senador do Rio de Janeiro e pré-candidato à presidência, Flávio Bolsonaro (@flaviobolsonaro), lembrou uma verdade que muitos brasileiros reconhecem, mas o governo atual tenta esconder: o Brasil seria hoje um país muito mais respeitado internacionalmente se Jair Bolsonaro ainda fosse presidente. 

Ele deixou mais de R$ 1 trilhão em contratos de investimento privado prontos para transformar nossa infraestrutura, rodovias, ferrovias, portos e aeroportos. Era um governo que inspirava confiança, garantia segurança jurídica e atraía grandes potências democráticas para investir no país.

Já Lula aumenta impostos, afasta parcerias e gasta com luxo, sem gerar benefícios reais ao povo.

#DesgovernoLula #Bolsonaro #direita",7585,158719,2026-02-05 15:15:29+00:00,False,2026-02-05,2,
https://www.instagram.com/p/DVEyWzyCco7/,3838414252180884027,Video,"R$ 1,4 BILHÃO. Isso foi o que O GOVERNO LULA gastou com cartão corporativo.

Com esse mesmo valor, considerando custos médios de obras públicas no Brasil, seria possível construir cerca de 12 mil casas populares, ou 14 hospitais de médio porte, ou mais de 500 escolas, ou ainda dezenas de presídios.

Deixo uma pergunta simples: qual deveria ser a prioridade quando o dinheiro sai do bolso do brasileiro?

Não é só sobre números. É sobre escolhas!
Compartilha se você também acha que o Brasil merece investimentos que transformem vidas.",26525,562791,2026-02-22 21:16:16+00:00,False,2026-02-22,2,
https://www.instagram.com/p/DU-ng8BiffA/,3836677719853758400,Video,"Desde que o presidente @jairmessiasbolsonaro me lançou como pré-candidato, tenho sido alvo de uma campanha de ódio e difamação. Nada do que eles façam vai nos parar! O resgate do Brasil já começou!",2404,47852,2026-02-20 11:42:27+00:00,False,2026-02-20,2,
https://www.instagram.com/p/DUWpg5VDVeP/,3825427513984505743,Video,A rejeição de Lula não para de crescer porque a paciência do povo acabou. O Brasil cansou do PT!,1361,24390,2026-02-04 23:10:25+00:00,False,2026-02-04,2,
https://www.instagram.com/p/DXxO98rRcb-/,3886953783087187710,Video,"Parabéns ao meu amigo Flávio. 🥳🎉
@flaviobolsonaro",2670,32951,2026-04-30 20:31:43+00:00,False,2026-04-30,4,
https://www.instagram.com/p/DV1GT6OiSOc/,3852012812755346332,Video,Estão colocando a vida de Bolsonaro em risco de propósito. Não existe mais justificativa para que não cumpram a lei e coloquem Bolsonaro em prisão humanitária,11403,181368,2026-03-13 15:32:32+00:00,False,2026-03-13,3,
https://www.instagram.com/p/DTEVG7Sj7CT/,3802256820363309203,Sidecar,"Hoje demos uma pausa no descanso pra conversarmos com o próximo Presidente do Brasil: Flavio Bolsonaro.
Querido @flaviobolsonaro estamos com você e com sua família. Orando para que o Senhor faça justiça com aqueles que destruiram o país e estão tentando usurpar a liberdade dos brasileiros.

Hoje o mundo pode observar a Venezuela sendo libertada do regime autoritário.
Nós temos a certeza de que o Brasil também vai se libertar desta ditadura que estão nos impondo e temos a certeza de que VOCÊ é quem vai liderar o país neste processo.

Estamos juntos, orando por seu pai, cerrando fileiras com você e seus irmãos e caminhando firmes com aqueles que não se acovardaram e desistiram pelo caminho!

Que Deus abençoe o Brasil! Conte comigo!",466,19919,2026-01-03 23:52:35+00:00,False,2026-01-03,1,
https://www.instagram.com/p/DYXrBZHpC6j/,3897773214203653795,Video,"A produção aconteceu, o filme do meu pai existe, profissionais foram contratados e tudo foi feito de forma privada. Transformaram um projeto cultural em narrativa política porque existe uma pré-candidatura no caminho. 

O que tentam vender como “escândalo” nada mais é do que uma falsa narrativa eleitoral patrocinada pela esquerda.",5087,59076,2026-05-15 18:48:27+00:00,False,2026-05-15,5,
https://www.instagram.com/p/DXJrR8vic1W/,3875819303782174038,Video,"O Brasil quer e pode muito mais. E, juntos, vamos reconstruir esse País de Justiça, liberdade e prosperidade. O caminho ainda é longo. Temos muito trabalho pela frente e vocês são essenciais nessa jornada. Obrigado a todos vocês que confiam no nosso projeto! Deus no comando!",3285,44461,2026-04-15 11:49:00+00:00,False,2026-04-15,4,
https://www.instagram.com/p/DZdPptcpnCD/,3917356087877464195,Video,"Começou a Copa do Mundo. Bora vestir a camisa do Bolsonaro e torcer pra seleção. Vem com Fé que o hexa vem!

Com:
@rogerio.smarinho 
@edermauropa 
@doutordanielsantos 
@zequinhamarinhooficial
@joaquim_passarinho",6440,102619,2026-06-11 19:19:27+00:00,False,2026-06-11,6,
https://www.instagram.com/p/DZGi-PVpwJJ/,3910967137076183625,Video,"Não existe a palavra medo no meu vocabulário, Lula! Sua ameaça só me deixa ainda mais convicto da dimensão da minha missão!",14223,139077,2026-06-02 23:43:57+00:00,False,2026-06-02,6,
https://www.instagram.com/p/DXHKr3ODl9s/,3875112999069835116,Video,"Só posso agradecer em quem confia no nosso trabalho e no legado do presidente @jairmessiasbolsonaro . Ainda temos muito trabalho pela frente, mas podem ter certeza: um novo Brasil é possível! 

Deus abençoe nossa caminhada!",9634,130372,2026-04-14 12:25:33+00:00,False,2026-04-14,4,
https://www.instagram.com/p/DWXooLYDp1U/,3861733888347774292,Video,"Cada vez que Lula abre a boca, fala mais uma asneira. Agora resolveu atacar até os pais de pet!",9125,124885,2026-03-27 02:26:21+00:00,False,2026-03-27,3,
